show_id,cinema_id,hall_id,hall_capacity,movie_id,genre,age_rating,runtime_min,release_date,show_datetime,format,base_price,sold_tickets,occupancy_rate,city,day_of_week,is_weekend,hour_bucket,month,holiday_flag,release_age_days,lead_time_days,prime_time_flag,runtime_bucket,screening_number_for_movie
show_00652,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-19 11:15:00,2D,304.44,12,0.1714,Saint Petersburg,3,False,morning,3,False,37,3.6,False,medium,28
show_00649,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-19 11:30:00,2D,304.41,33,0.33,Saint Petersburg,3,False,morning,3,False,14,16.4,False,medium,26
show_00160,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-19 11:30:00,3D,499.78,50,0.4167,Moscow,3,False,morning,3,False,18,4.0,False,long,38
show_00650,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-19 14:00:00,IMAX,532.17,27,0.27,Saint Petersburg,3,False,day,3,False,27,10.4,False,medium,22
show_00164,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-19 14:30:00,3D,514.91,29,0.3625,Moscow,3,False,day,3,False,27,5.2,False,medium,43
show_00166,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-19 15:15:00,2D,430.29,17,0.2833,Moscow,3,False,day,3,False,14,15.0,False,medium,37
show_00161,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-19 15:15:00,3D,521.66,78,0.65,Moscow,3,False,day,3,False,18,19.8,False,long,39
show_00653,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-19 15:45:00,2D,336.27,22,0.3143,Saint Petersburg,3,False,day,3,False,14,16.7,False,medium,27
show_00162,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-19 18:00:00,3D,577.94,59,0.4917,Moscow,3,False,evening,3,False,37,15.5,True,medium,45
show_00654,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-19 18:15:00,3D,503.66,33,0.4714,Saint Petersburg,3,False,evening,3,False,18,18.4,True,long,36
show_00651,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-19 19:15:00,IMAX,628.79,75,0.75,Saint Petersburg,3,False,evening,3,False,27,11.2,True,medium,23
show_00172,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-20 10:30:00,2D,397.59,10,0.1667,Moscow,4,False,morning,3,False,38,17.4,False,medium,49
show_00169,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-20 10:30:00,IMAX,607.82,21,0.2625,Moscow,4,False,morning,3,False,38,6.2,False,medium,47
show_00655,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-20 11:00:00,IMAX,508.9,18,0.18,Saint Petersburg,4,False,morning,3,False,15,18.7,False,medium,28
show_00659,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-20 11:45:00,IMAX,518.57,25,0.3571,Saint Petersburg,4,False,morning,3,False,28,10.3,False,medium,25
show_00167,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-20 11:45:00,IMAX,594.28,38,0.3167,Moscow,4,False,morning,3,False,19,10.0,False,long,41
show_00656,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-20 14:00:00,2D,331.34,32,0.32,Saint Petersburg,4,False,day,3,False,15,3.7,False,medium,29
show_00660,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-20 14:00:00,IMAX,540.79,16,0.2286,Saint Petersburg,4,False,day,3,False,15,9.0,False,medium,30
show_00170,cinema_msk_01,hall_2,80,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-20 14:15:00,IMAX,611.75,38,0.475,Moscow,4,False,day,3,False,19,17.0,False,long,42
show_00168,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-20 14:30:00,IMAX,640.27,37,0.3083,Moscow,4,False,day,3,False,28,14.8,False,medium,44
show_00173,cinema_msk_01,hall_3,60,movie_family_01,animation,6+,92,2026-02-20,2026-03-20 15:30:00,3D,500.67,21,0.35,Moscow,4,False,day,3,False,28,15.5,False,medium,45
show_00171,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-20 18:00:00,3D,567.64,40,0.5,Moscow,4,False,evening,3,False,38,12.3,True,medium,48
show_00174,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-20 18:45:00,3D,572.85,56,0.9333,Moscow,4,False,evening,3,False,19,13.8,True,long,43
show_00657,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-20 19:45:00,3D,488.72,83,0.83,Saint Petersburg,4,False,evening,3,False,19,11.9,True,long,37
show_00658,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-20 22:30:00,IMAX,622.82,50,0.5,Saint Petersburg,4,False,evening,3,False,28,21.0,False,medium,24
show_00177,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-21 10:15:00,2D,394.49,25,0.3125,Moscow,5,True,morning,3,False,16,5.3,False,medium,39
show_00664,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-21 10:30:00,3D,394.91,18,0.2571,Saint Petersburg,5,True,morning,3,False,39,12.1,False,medium,30
show_00661,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-21 10:30:00,IMAX,504.44,68,0.68,Saint Petersburg,5,True,morning,3,False,20,20.0,False,long,38
show_00180,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-21 11:15:00,IMAX,614.11,19,0.3167,Moscow,5,True,morning,3,False,39,19.5,False,medium,52
show_00175,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-21 11:30:00,3D,474.06,35,0.2917,Moscow,5,True,morning,3,False,39,13.8,False,medium,50
show_00178,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-21 14:15:00,3D,511.18,60,0.75,Moscow,5,True,day,3,False,16,9.7,True,medium,40
show_00176,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-21 14:30:00,3D,510.52,85,0.7083,Moscow,5,True,day,3,False,16,14.5,True,medium,38
show_00181,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-21 15:15:00,2D,432.0,45,0.75,Moscow,5,True,day,3,False,16,17.6,True,medium,41
show_00665,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-21 15:45:00,3D,421.69,54,0.7714,Saint Petersburg,5,True,day,3,False,20,15.8,True,long,40
show_00662,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-21 15:45:00,3D,432.43,79,0.79,Saint Petersburg,5,True,day,3,False,20,9.6,True,long,39
show_00663,cinema_spb_01,hall_1,100,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-21 18:15:00,2D,430.09,80,0.8,Saint Petersburg,5,True,evening,3,False,39,12.7,True,medium,29
show_00666,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-21 19:00:00,3D,518.33,60,0.8571,Saint Petersburg,5,True,evening,3,False,29,4.6,True,medium,26
show_00179,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-21 19:30:00,2D,484.71,64,0.8,Moscow,5,True,evening,3,False,39,20.3,True,medium,51
show_00182,cinema_msk_01,hall_3,60,movie_family_01,animation,6+,92,2026-02-20,2026-03-21 19:30:00,IMAX,694.46,57,0.95,Moscow,5,True,evening,3,False,29,15.8,True,medium,46
show_00189,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-22 10:00:00,2D,388.43,35,0.5833,Moscow,6,True,morning,3,False,21,20.1,False,long,45
show_00667,cinema_spb_01,hall_1,100,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-22 10:15:00,2D,320.83,27,0.27,Saint Petersburg,6,True,morning,3,False,40,15.5,False,medium,31
show_00183,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-22 10:15:00,2D,402.07,46,0.3833,Moscow,6,True,morning,3,False,30,17.2,False,medium,47
show_00186,cinema_msk_01,hall_2,80,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-22 10:45:00,2D,417.39,40,0.5,Moscow,6,True,morning,3,False,21,12.3,False,long,44
show_00669,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-22 11:15:00,2D,313.71,36,0.5143,Saint Petersburg,6,True,morning,3,False,21,18.7,False,long,41
show_00184,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-22 14:00:00,3D,520.77,77,0.6417,Moscow,6,True,day,3,False,40,21.0,True,medium,53
show_00187,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-22 14:30:00,2D,415.01,49,0.6125,Moscow,6,True,day,3,False,40,7.5,True,medium,55
show_00668,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-22 14:30:00,IMAX,547.75,55,0.55,Saint Petersburg,6,True,day,3,False,17,12.7,True,medium,31
show_00190,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-22 15:00:00,IMAX,619.8,42,0.7,Moscow,6,True,day,3,False,17,12.8,True,medium,42
show_00670,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-22 15:45:00,3D,429.37,40,0.5714,Saint Petersburg,6,True,day,3,False,17,8.5,True,medium,32
show_00185,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-22 18:15:00,IMAX,685.13,92,0.7667,Moscow,6,True,evening,3,False,40,4.3,True,medium,54
show_00188,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-22 19:00:00,IMAX,708.83,63,0.7875,Moscow,6,True,evening,3,False,30,19.9,True,medium,48
show_00191,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-22 19:30:00,2D,498.58,48,0.8,Moscow,6,True,evening,3,False,17,15.4,True,medium,43
show_00199,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-23 10:15:00,3D,484.1,23,0.3833,Moscow,0,False,morning,3,False,22,9.7,False,long,47
show_00671,cinema_spb_01,hall_1,100,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-23 10:15:00,3D,418.93,19,0.19,Saint Petersburg,0,False,morning,3,False,41,11.2,False,medium,32
show_00192,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-23 10:30:00,IMAX,610.43,20,0.1667,Moscow,0,False,morning,3,False,41,20.8,False,medium,56
show_00674,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-23 11:00:00,3D,400.3,34,0.4857,Saint Petersburg,0,False,morning,3,False,22,19.8,False,long,43
show_00195,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-23 11:30:00,2D,389.63,22,0.275,Moscow,0,False,morning,3,False,18,4.6,False,medium,44
show_00672,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-23 14:15:00,2D,340.42,27,0.27,Saint Petersburg,0,False,day,3,False,31,3.7,False,medium,27
show_00193,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-23 14:30:00,3D,492.02,41,0.3417,Moscow,0,False,day,3,False,31,5.2,False,medium,49
show_00196,cinema_msk_01,hall_2,80,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-23 15:00:00,3D,508.82,52,0.65,Moscow,0,False,day,3,False,22,11.9,False,long,46
show_00200,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-23 15:00:00,2D,428.28,27,0.45,Moscow,0,False,day,3,False,22,5.5,False,long,48
show_00675,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-23 15:45:00,IMAX,566.89,28,0.4,Saint Petersburg,0,False,day,3,False,41,15.0,False,medium,33
show_00197,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-23 18:00:00,2D,494.64,71,0.8875,Moscow,0,False,evening,3,False,18,18.9,True,medium,45
show_00673,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-23 18:15:00,IMAX,621.59,77,0.77,Saint Petersburg,0,False,evening,3,False,22,8.7,True,long,42
show_00201,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-23 18:30:00,2D,503.75,45,0.75,Moscow,0,False,evening,3,False,41,10.1,True,medium,57
show_00676,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-23 19:00:00,2D,416.07,50,0.7143,Saint Petersburg,0,False,evening,3,False,18,5.5,True,medium,33
show_00194,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-23 19:45:00,2D,519.84,78,0.65,Moscow,0,False,evening,3,False,31,17.6,True,medium,50
show_00198,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-23 22:00:00,3D,590.58,35,0.4375,Moscow,0,False,evening,3,False,31,13.0,False,medium,51
show_00206,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-24 10:15:00,IMAX,592.55,26,0.325,Moscow,1,False,morning,3,False,32,8.9,False,medium,52
show_00210,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-24 10:30:00,3D,468.56,30,0.5,Moscow,1,False,morning,3,False,23,20.2,False,long,50
show_00680,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-24 10:45:00,3D,419.1,9,0.1286,Saint Petersburg,1,False,morning,3,False,42,9.7,False,medium,34
show_00677,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-24 11:30:00,3D,388.89,42,0.42,Saint Petersburg,1,False,morning,3,False,23,4.0,False,long,44
show_00202,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-24 11:45:00,3D,472.31,40,0.3333,Moscow,1,False,morning,3,False,23,9.0,False,long,49
show_00681,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-24 14:15:00,IMAX,562.23,30,0.4286,Saint Petersburg,1,False,day,3,False,19,20.9,False,medium,35
show_00203,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-24 14:45:00,IMAX,638.86,50,0.4167,Moscow,1,False,day,3,False,42,17.1,False,medium,58
show_00207,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-24 14:45:00,IMAX,635.73,37,0.4625,Moscow,1,False,day,3,False,42,9.4,False,medium,59
show_00678,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-24 15:15:00,2D,333.5,45,0.45,Saint Petersburg,1,False,day,3,False,23,12.7,False,long,45
show_00211,cinema_msk_01,hall_3,60,movie_family_01,animation,6+,92,2026-02-20,2026-03-24 15:30:00,2D,436.79,23,0.3833,Moscow,1,False,day,3,False,32,14.1,False,medium,54
show_00212,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-24 18:15:00,2D,510.83,54,0.9,Moscow,1,False,evening,3,False,23,10.4,True,long,51
show_00204,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-24 19:15:00,2D,508.02,83,0.6917,Moscow,1,False,evening,3,False,19,17.8,True,medium,46
show_00679,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-24 19:15:00,3D,506.67,73,0.73,Saint Petersburg,1,False,evening,3,False,19,13.9,True,medium,34
show_00682,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-24 19:45:00,IMAX,639.54,42,0.6,Saint Petersburg,1,False,evening,3,False,32,13.8,True,medium,28
show_00208,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-24 19:45:00,2D,499.56,65,0.8125,Moscow,1,False,evening,3,False,32,8.0,True,medium,53
show_00205,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-24 21:00:00,3D,580.07,91,0.7583,Moscow,1,False,evening,3,False,19,10.5,True,medium,47
show_00683,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-24 22:00:00,2D,407.0,42,0.6,Saint Petersburg,1,False,evening,3,False,19,3.1,False,medium,36
show_00209,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-24 22:30:00,3D,599.21,45,0.5625,Moscow,1,False,evening,3,False,42,5.2,False,medium,60
show_00684,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-25 10:15:00,3D,392.08,22,0.22,Saint Petersburg,2,False,morning,3,False,33,8.2,False,medium,29
show_00213,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-25 10:45:00,3D,471.42,45,0.375,Moscow,2,False,morning,3,False,20,14.7,False,medium,48
show_00688,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-25 11:15:00,2D,306.53,31,0.4429,Saint Petersburg,2,False,morning,3,False,24,8.8,False,long,46
show_00217,cinema_msk_01,hall_3,60,movie_family_01,animation,6+,92,2026-02-20,2026-03-25 11:30:00,2D,397.11,19,0.3167,Moscow,2,False,morning,3,False,33,14.0,False,medium,58
show_00215,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-25 11:45:00,IMAX,617.54,23,0.2875,Moscow,2,False,morning,3,False,33,20.3,False,medium,56
show_00214,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-25 14:00:00,IMAX,643.5,57,0.475,Moscow,2,False,day,3,False,33,16.3,False,medium,55
show_00218,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-25 15:00:00,IMAX,647.43,33,0.55,Moscow,2,False,day,3,False,20,4.7,False,medium,49
show_00216,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-25 15:30:00,2D,438.74,38,0.475,Moscow,2,False,day,3,False,33,9.0,False,medium,57
show_00689,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-25 15:30:00,IMAX,551.18,25,0.3571,Saint Petersburg,2,False,day,3,False,20,19.4,False,medium,40
show_00685,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-25 15:45:00,2D,365.71,37,0.37,Saint Petersburg,2,False,day,3,False,20,3.5,False,medium,37
show_00686,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-25 19:15:00,IMAX,623.96,70,0.7,Saint Petersburg,2,False,evening,3,False,20,14.6,True,medium,38
show_00687,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-25 22:45:00,3D,484.78,57,0.57,Saint Petersburg,2,False,evening,3,False,20,14.3,False,medium,39
show_00690,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-26 10:15:00,IMAX,533.07,41,0.41,Saint Petersburg,3,False,morning,3,False,25,16.5,False,long,47
show_00221,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-26 10:30:00,IMAX,598.2,27,0.3375,Moscow,3,False,morning,3,False,44,7.0,False,medium,62
show_00219,cinema_msk_01,hall_1,120,movie_family_01,animation,6+,92,2026-02-20,2026-03-26 11:45:00,3D,488.92,42,0.35,Moscow,3,False,morning,3,False,34,16.6,False,medium,59
show_00224,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-26 11:45:00,IMAX,600.42,26,0.4333,Moscow,3,False,morning,3,False,25,6.7,False,long,52
show_00692,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-26 11:45:00,3D,400.14,14,0.2,Saint Petersburg,3,False,morning,3,False,21,19.6,False,medium,41
show_00693,cinema_spb_01,hall_2,70,movie_horror_01,horror,18+,98,2026-03-05,2026-03-26 14:00:00,3D,437.64,18,0.2571,Saint Petersburg,3,False,day,3,False,21,19.5,False,medium,42
show_00220,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-26 14:30:00,IMAX,616.39,43,0.3583,Moscow,3,False,day,3,False,44,7.3,False,medium,61
show_00225,cinema_msk_01,hall_3,60,movie_family_01,animation,6+,92,2026-02-20,2026-03-26 14:45:00,IMAX,636.91,23,0.3833,Moscow,3,False,day,3,False,34,10.5,False,medium,60
show_00691,cinema_spb_01,hall_1,100,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-26 15:30:00,2D,335.48,24,0.24,Saint Petersburg,3,False,day,3,False,44,12.6,False,medium,35
show_00222,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-26 15:45:00,IMAX,637.21,48,0.6,Moscow,3,False,day,3,False,21,17.4,False,medium,50
show_00694,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-26 18:45:00,2D,405.01,38,0.5429,Saint Petersburg,3,False,evening,3,False,44,15.8,True,medium,36
show_00223,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-26 18:45:00,2D,501.47,59,0.7375,Moscow,3,False,evening,3,False,44,19.5,True,medium,63
show_00226,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-26 19:00:00,3D,561.81,51,0.85,Moscow,3,False,evening,3,False,21,17.7,True,medium,51
show_00232,cinema_msk_01,hall_3,60,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-27 10:00:00,IMAX,581.95,26,0.4333,Moscow,4,False,morning,3,False,26,3.6,False,long,55
show_00227,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-27 10:00:00,3D,490.63,40,0.3333,Moscow,4,False,morning,3,False,26,3.6,False,long,53
show_00230,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-27 10:30:00,IMAX,589.19,22,0.275,Moscow,4,False,morning,3,False,22,15.9,False,medium,53
show_00695,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-27 10:45:00,2D,307.85,33,0.33,Saint Petersburg,4,False,morning,3,False,26,3.3,False,long,48
show_00698,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-27 11:30:00,IMAX,502.73,15,0.2143,Saint Petersburg,4,False,morning,3,False,35,17.1,False,medium,31
show_00696,cinema_spb_01,hall_1,100,movie_horror_01,horror,18+,98,2026-03-05,2026-03-27 14:00:00,2D,330.41,25,0.25,Saint Petersburg,4,False,day,3,False,22,19.4,False,medium,43
show_00699,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-27 14:15:00,3D,417.41,19,0.2714,Saint Petersburg,4,False,day,3,False,35,6.1,False,medium,32
show_00233,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-27 14:45:00,2D,415.61,33,0.55,Moscow,4,False,day,3,False,22,12.7,False,medium,54
show_00228,cinema_msk_01,hall_1,120,movie_horror_01,horror,18+,98,2026-03-05,2026-03-27 15:30:00,3D,517.31,57,0.475,Moscow,4,False,day,3,False,22,18.7,False,medium,52
show_00231,cinema_msk_01,hall_2,80,movie_family_01,animation,6+,92,2026-02-20,2026-03-27 15:30:00,3D,525.56,47,0.5875,Moscow,4,False,day,3,False,35,6.4,False,medium,61
show_00697,cinema_spb_01,hall_1,100,movie_family_01,animation,6+,92,2026-02-20,2026-03-27 18:00:00,IMAX,603.63,57,0.57,Saint Petersburg,4,False,evening,3,False,35,19.2,True,medium,30
show_00700,cinema_spb_01,hall_2,70,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-27 18:15:00,3D,510.46,41,0.5857,Saint Petersburg,4,False,evening,3,False,45,10.6,True,medium,37
show_00229,cinema_msk_01,hall_1,120,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-27 18:30:00,2D,519.15,98,0.8167,Moscow,4,False,evening,3,False,26,20.9,True,long,54
show_00234,cinema_msk_01,hall_3,60,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-27 19:15:00,IMAX,692.07,40,0.6667,Moscow,4,False,evening,3,False,45,13.8,True,medium,64
show_00241,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-28 10:00:00,2D,389.57,28,0.4667,Moscow,5,True,morning,3,False,23,15.5,False,medium,57
show_00701,cinema_spb_01,hall_1,100,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-28 10:45:00,IMAX,522.29,59,0.59,Saint Petersburg,5,True,morning,3,False,27,5.4,False,long,49
show_00235,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-28 10:45:00,3D,477.09,57,0.475,Moscow,5,True,morning,3,False,46,4.1,False,medium,65
show_00238,cinema_msk_01,hall_2,80,movie_horror_01,horror,18+,98,2026-03-05,2026-03-28 11:00:00,3D,468.13,28,0.35,Moscow,5,True,morning,3,False,23,13.0,False,medium,56
show_00704,cinema_spb_01,hall_2,70,movie_dune_2,sci_fi,16+,166,2026-03-01,2026-03-28 11:15:00,IMAX,526.34,26,0.3714,Saint Petersburg,5,True,morning,3,False,27,11.8,False,long,50
show_00702,cinema_spb_01,hall_1,100,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-28 14:00:00,3D,422.48,45,0.45,Saint Petersburg,5,True,day,3,False,46,5.1,True,medium,38
show_00705,cinema_spb_01,hall_2,70,movie_family_01,animation,6+,92,2026-02-20,2026-03-28 14:00:00,3D,447.01,41,0.5857,Saint Petersburg,5,True,day,3,False,36,10.2,True,medium,33
show_00239,cinema_msk_01,hall_2,80,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-28 14:45:00,2D,411.58,42,0.525,Moscow,5,True,day,3,False,46,12.6,True,medium,67
show_00236,cinema_msk_01,hall_1,120,movie_comedy_01,comedy,12+,105,2026-02-10,2026-03-28 15:00:00,IMAX,626.65,75,0.625,Moscow,5,True,day,3,False,46,15.1,True,medium,66
show_00242,cinema_msk_01,hall_3,60,movie_horror_01,horror,18+,98,2026-03-05,2026-03-28 15:30:00,3D,510.51,39,0.65,Moscow,5,True,day,3,False,23,12.6,True,medium,58
